timestamp,sensor_id,value,priority
2026-04-14T08:11:27Z,ACCEL-004,46.436,HIGH
2026-04-14T08:11:27Z,HUM-005,48.78,MEDIUM
2026-04-14T08:11:27Z,FLOW-006,68.48,LOW
2026-04-14T08:11:27Z,HUM-007,30.108,LOW
2026-04-14T08:11:27Z,HUM-008,36.897,MEDIUM
2026-04-14T08:11:27Z,HUM-009,47.229,MEDIUM
2026-04-14T08:11:27Z,HUM-010,25.78,LOW
2026-04-14T08:11:27Z,TEMP-011,35.144,LOW
2026-04-14T08:11:27Z,TEMP-012,103.527,LOW
2026-04-14T08:11:27Z,TEMP-001,35.756,LOW
2026-04-14T08:11:27Z,PRES-002,36.945,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,26.451,LOW
2026-04-14T08:11:27Z,ACCEL-004,46.49,LOW
2026-04-14T08:11:27Z,HUM-005,48.634,MEDIUM
2026-04-14T08:11:27Z,FLOW-006,68.48,HIGH
2026-04-14T08:11:27.571037,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,HUM-008,36.901,MEDIUM
2026-04-14T08:11:27Z,HUM-009,SYSTEM_HALT_ERR,HIGH
2026-04-14T08:11:27Z,HUM-010,25.932,HIGH
2026-04-14T08:11:27Z,TEMP-011,35.045,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.498,LOW
2026-04-14T08:11:27Z,TEMP-001,35.876,HIGH
2026-04-14T08:11:27Z,PRES-002,36.927,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,26.517,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,46.326,HIGH
2026-04-14T08:11:27Z,HUM-005,48.546,LOW
2026-04-14T08:11:27Z,FLOW-006,68.48,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.101,LOW
2026-04-14T08:11:27Z,HUM-008,37.039,LOW
2026-04-14T08:11:27.571151,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,HUM-010,25.757,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,34.852,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.33,HIGH
2026-04-14T08:11:27Z,TEMP-001,35.801,HIGH
2026-04-14T08:11:27Z,PRES-002,37.02,LOW
2026-04-14T08:11:27Z,TEMP-003,26.684,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,46.159,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.355,LOW
2026-04-14T08:11:27Z,FLOW-006,68.48,LOW
2026-04-14T08:11:27Z,HUM-007,30.156,HIGH
2026-04-14T08:11:27Z,HUM-008,36.852,HIGH
2026-04-14T08:11:27Z,HUM-009,47.04,HIGH
2026-04-14T08:11:27Z,HUM-010,25.563,LOW
2026-04-14T08:11:27Z,TEMP-011,34.722,LOW
2026-04-14T08:11:27Z,TEMP-012,103.394,LOW
2026-04-14T08:11:27Z,TEMP-001,35.923,MEDIUM
2026-04-14T08:11:27Z,PRES-002,36.823,HIGH
2026-04-14T08:11:27Z,TEMP-003,26.85,LOW
2026-04-14T08:11:27Z,ACCEL-004,46.021,LOW
2026-04-14T08:11:27Z,HUM-005,48.181,
2026-04-14T08:11:27Z,FLOW-006,39.376,LOW
2026-04-14T08:11:27Z,HUM-007,30.101,MEDIUM
2026-04-14T08:11:27Z,HUM-008,36.883,HIGH
2026-04-14T08:11:27.571354,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,HUM-010,25.666,HIGH
2026-04-14T08:11:27Z,TEMP-011,34.712,LOW
2026-04-14T08:11:27Z,TEMP-012,103.313,LOW
2026-04-14T08:11:27Z,TEMP-001,35.758,MEDIUM
2026-04-14T08:11:27Z,PRES-002,36.843,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,26.832,LOW
2026-04-14T08:11:27Z,ACCEL-004,45.859,HIGH
2026-04-14T08:11:27Z,HUM-005,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:27Z,FLOW-006,39.413,LOW
2026-04-14T08:11:27Z,HUM-007,29.996,LOW
2026-04-14T08:11:27Z,HUM-008,36.955,LOW
2026-04-14T08:11:27Z,HUM-009,47.184,HIGH
2026-04-14T08:11:27Z,HUM-010,25.6,LOW
2026-04-14T08:11:27Z,TEMP-011,34.642,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.364,MEDIUM
2026-04-14T08:11:27Z,TEMP-001,35.662,LOW
2026-04-14T08:11:27Z,PRES-002,36.948,HIGH
2026-04-14T08:11:27Z,TEMP-003,26.978,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.678,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.346,LOW
2026-04-14T08:11:27Z,FLOW-006,39.594,LOW
2026-04-14T08:11:27Z,HUM-007,29.801,MEDIUM
2026-04-14T08:11:27Z,HUM-008,36.813,LOW
2026-04-14T08:11:27Z,HUM-009,47.36,HIGH
2026-04-14T08:11:27Z,HUM-010,25.639,HIGH
2026-04-14T08:11:27Z,TEMP-011,34.471,LOW
2026-04-14T08:11:27Z,TEMP-012,103.239,HIGH
2026-04-14T08:11:27Z,TEMP-001,35.512,LOW
2026-04-14T08:11:27Z,PRES-002,36.801,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,27.114,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.491,LOW
2026-04-14T08:11:27Z,HUM-005,48.43,HIGH
2026-04-14T08:11:27Z,FLOW-006,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:27Z,HUM-007,29.967,MEDIUM
2026-04-14T08:11:27Z,HUM-008,36.998,MEDIUM
2026-04-14T08:11:27Z,HUM-009,47.235,MEDIUM
2026-04-14T08:11:27Z,HUM-010,25.549,LOW
2026-04-14T08:11:27Z,TEMP-011,34.645,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.281,MEDIUM
2026-04-14T08:11:27Z,TEMP-001,35.565,LOW
2026-04-14T08:11:27Z,PRES-002,36.821,HIGH
2026-04-14T08:11:27Z,TEMP-003,27.097,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.66,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.461,LOW
2026-04-14T08:11:27Z,FLOW-006,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:27Z,HUM-007,30.163,MEDIUM
2026-04-14T08:11:27Z,HUM-008,36.899,MEDIUM
2026-04-14T08:11:27Z,HUM-009,47.125,HIGH
2026-04-14T08:11:27Z,HUM-010,25.475,LOW
2026-04-14T08:11:27Z,TEMP-011,34.679,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.13,MEDIUM
2026-04-14T08:11:27.571878,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,PRES-002,36.746,HIGH
2026-04-14T08:11:27Z,TEMP-003,26.927,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.766,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.569,HIGH
2026-04-14T08:11:27Z,FLOW-006,39.727,HIGH
2026-04-14T08:11:27Z,HUM-007,30.119,HIGH
2026-04-14T08:11:27Z,HUM-008,36.989,MEDIUM
2026-04-14T08:11:27Z,HUM-009,47.29,HIGH
2026-04-14T08:11:27Z,HUM-010,25.58,HIGH
2026-04-14T08:11:27Z,TEMP-011,34.636,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.083,LOW
2026-04-14T08:11:27Z,TEMP-001,35.491,MEDIUM
2026-04-14T08:11:27Z,PRES-002,36.654,HIGH
2026-04-14T08:11:27Z,TEMP-003,27.0,HIGH
2026-04-14T08:11:27Z,ACCEL-004,45.796,HIGH
2026-04-14T08:11:27Z,HUM-005,48.465,LOW
2026-04-14T08:11:27Z,FLOW-006,39.69,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.282,HIGH
2026-04-14T08:11:27Z,HUM-008,37.144,MEDIUM
2026-04-14T08:11:27Z,HUM-009,47.2,HIGH
2026-04-14T08:11:27Z,HUM-010,25.732,LOW
2026-04-14T08:11:27Z,TEMP-011,34.635,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.234,LOW
2026-04-14T08:11:27Z,TEMP-001,35.556,HIGH
2026-04-14T08:11:27Z,PRES-002,36.78,LOW
2026-04-14T08:11:27Z,TEMP-003,27.044,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.671,HIGH
2026-04-14T08:11:27Z,HUM-005,48.448,LOW
2026-04-14T08:11:27Z,FLOW-006,,LOW
2026-04-14T08:11:27Z,HUM-007,30.252,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.246,MEDIUM
2026-04-14T08:11:27.572139,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,HUM-010,25.813,LOW
2026-04-14T08:11:27Z,TEMP-011,34.825,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.289,HIGH
2026-04-14T08:11:27Z,TEMP-001,35.506,LOW
2026-04-14T08:11:27Z,PRES-002,36.822,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,26.936,LOW
2026-04-14T08:11:27Z,ACCEL-004,45.764,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.372,MEDIUM
2026-04-14T08:11:27Z,FLOW-006,39.624,HIGH
2026-04-14T08:11:27Z,HUM-007,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:27Z,HUM-008,37.174,HIGH
2026-04-14T08:11:27Z,HUM-009,47.03,HIGH
2026-04-14T08:11:27Z,HUM-010,25.64,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,35.003,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.481,LOW
2026-04-14T08:11:27Z,TEMP-001,35.383,HIGH
2026-04-14T08:11:27Z,PRES-002,36.843,HIGH
2026-04-14T08:11:27Z,TEMP-003,26.926,LOW
2026-04-14T08:11:27Z,ACCEL-004,45.635,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.234,HIGH
2026-04-14T08:11:27Z,FLOW-006,39.796,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.316,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.273,HIGH
2026-04-14T08:11:27Z,HUM-009,46.842,LOW
2026-04-14T08:11:27Z,HUM-010,25.602,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,35.038,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.557,HIGH
2026-04-14T08:11:27Z,TEMP-001,35.356,LOW
2026-04-14T08:11:27Z,PRES-002,36.953,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,27.108,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.628,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.286,LOW
2026-04-14T08:11:27Z,FLOW-006,39.858,HIGH
2026-04-14T08:11:27Z,HUM-007,30.275,HIGH
2026-04-14T08:11:27Z,HUM-008,37.182,LOW
2026-04-14T08:11:27Z,HUM-009,46.962,LOW
2026-04-14T08:11:27Z,HUM-010,25.498,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,35.228,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.621,LOW
2026-04-14T08:11:27Z,TEMP-001,35.539,HIGH
2026-04-14T08:11:27Z,PRES-002,36.975,LOW
2026-04-14T08:11:27Z,TEMP-003,27.217,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.759,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.147,HIGH
2026-04-14T08:11:27Z,FLOW-006,39.986,HIGH
2026-04-14T08:11:27Z,HUM-007,30.439,HIGH
2026-04-14T08:11:27Z,HUM-008,37.115,LOW
2026-04-14T08:11:27Z,HUM-009,46.957,LOW
2026-04-14T08:11:27Z,HUM-010,25.345,HIGH
2026-04-14T08:11:27Z,TEMP-011,35.087,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.444,LOW
2026-04-14T08:11:27.572663,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,PRES-002,36.777,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,27.046,HIGH
2026-04-14T08:11:27Z,ACCEL-004,45.594,HIGH
2026-04-14T08:11:27Z,HUM-005,48.288,MEDIUM
2026-04-14T08:11:27Z,FLOW-006,39.921,LOW
2026-04-14T08:11:27Z,HUM-007,30.368,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.152,HIGH
2026-04-14T08:11:27Z,HUM-009,46.839,MEDIUM
2026-04-14T08:11:27Z,HUM-010,25.449,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,35.02,LOW
2026-04-14T08:11:27Z,TEMP-012,103.344,LOW
2026-04-14T08:11:27Z,TEMP-001,35.664,MEDIUM
2026-04-14T08:11:27Z,PRES-002,36.874,LOW
2026-04-14T08:11:27Z,TEMP-003,26.892,LOW
2026-04-14T08:11:27Z,ACCEL-004,45.794,LOW
2026-04-14T08:11:27Z,HUM-005,48.223,LOW
2026-04-14T08:11:27Z,FLOW-006,39.977,LOW
2026-04-14T08:11:27Z,HUM-007,30.42,HIGH
2026-04-14T08:11:27Z,HUM-008,37.298,HIGH
2026-04-14T08:11:27Z,HUM-009,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:27Z,HUM-010,SYSTEM_HALT_ERR,HIGH
2026-04-14T08:11:27Z,TEMP-011,34.987,LOW
2026-04-14T08:11:27Z,TEMP-012,103.483,LOW
2026-04-14T08:11:27Z,TEMP-001,35.698,LOW
2026-04-14T08:11:27Z,PRES-002,36.743,LOW
2026-04-14T08:11:27Z,TEMP-003,27.055,LOW
2026-04-14T08:11:27Z,ACCEL-004,45.971,HIGH
2026-04-14T08:11:27Z,HUM-005,48.166,HIGH
2026-04-14T08:11:27Z,FLOW-006,39.859,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.579,HIGH
2026-04-14T08:11:27Z,,37.108,LOW
2026-04-14T08:11:27Z,HUM-009,46.655,LOW
2026-04-14T08:11:27Z,HUM-010,25.336,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,34.899,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.316,LOW
2026-04-14T08:11:27Z,TEMP-001,35.78,HIGH
2026-04-14T08:11:27Z,PRES-002,36.771,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,SYSTEM_HALT_ERR,HIGH
2026-04-14T08:11:27Z,ACCEL-004,46.094,HIGH
2026-04-14T08:11:27Z,HUM-005,48.042,HIGH
2026-04-14T08:11:27Z,FLOW-006,39.834,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.405,LOW
2026-04-14T08:11:27Z,HUM-008,37.258,MEDIUM
2026-04-14T08:11:27Z,HUM-009,46.644,HIGH
2026-04-14T08:11:27Z,HUM-010,25.468,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,34.777,LOW
2026-04-14T08:11:27Z,TEMP-012,103.181,HIGH
2026-04-14T08:11:27Z,TEMP-001,35.837,MEDIUM
2026-04-14T08:11:27Z,PRES-002,36.942,HIGH
2026-04-14T08:11:27Z,TEMP-003,26.853,HIGH
2026-04-14T08:11:27Z,ACCEL-004,45.978,MEDIUM
2026-04-14T08:11:27Z,HUM-005,47.86,HIGH
2026-04-14T08:11:27Z,FLOW-006,119.794,HIGH
2026-04-14T08:11:27Z,HUM-007,30.21,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.17,HIGH
2026-04-14T08:11:27Z,HUM-009,46.465,LOW
2026-04-14T08:11:27Z,HUM-010,25.582,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,34.87,LOW
2026-04-14T08:11:27.573158,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,TEMP-001,35.834,HIGH
2026-04-14T08:11:27Z,PRES-002,36.985,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,26.948,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,46.08,LOW
2026-04-14T08:11:27Z,HUM-005,47.827,LOW
2026-04-14T08:11:27Z,FLOW-006,119.927,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.394,HIGH
2026-04-14T08:11:27Z,HUM-008,37.026,LOW
2026-04-14T08:11:27Z,HUM-009,46.662,HIGH
2026-04-14T08:11:27Z,HUM-010,25.767,LOW
2026-04-14T08:11:27Z,TEMP-011,34.755,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.291,MEDIUM
2026-04-14T08:11:27.573327,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,PRES-002,36.851,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,26.766,LOW
2026-04-14T08:11:27Z,ACCEL-004,46.069,HIGH
2026-04-14T08:11:27Z,HUM-005,47.903,MEDIUM
2026-04-14T08:11:27Z,FLOW-006,119.867,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.468,LOW
2026-04-14T08:11:27Z,HUM-008,36.972,LOW
2026-04-14T08:11:27Z,HUM-009,46.664,LOW
2026-04-14T08:11:27Z,HUM-010,25.825,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,34.656,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.44,LOW
2026-04-14T08:11:27Z,TEMP-001,35.851,MEDIUM
2026-04-14T08:11:27Z,PRES-002,36.943,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,26.885,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.925,HIGH
2026-04-14T08:11:27Z,HUM-005,47.905,HIGH
2026-04-14T08:11:27Z,FLOW-006,120.031,LOW
2026-04-14T08:11:27Z,HUM-007,30.383,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.088,LOW
2026-04-14T08:11:27Z,HUM-009,46.628,MEDIUM
2026-04-14T08:11:27Z,HUM-010,25.826,MEDIUM
2026-04-14T08:11:27.573495,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,TEMP-012,103.269,LOW
2026-04-14T08:11:27Z,TEMP-001,35.931,HIGH
2026-04-14T08:11:27.573561,CORRUPT,ERR,ERR
2026-04-14T08:11:27Z,TEMP-003,27.078,HIGH
2026-04-14T08:11:27Z,ACCEL-004,45.924,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.056,LOW
2026-04-14T08:11:27Z,FLOW-006,119.835,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.558,HIGH
2026-04-14T08:11:27Z,HUM-008,37.275,HIGH
2026-04-14T08:11:27Z,HUM-009,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:27Z,HUM-010,25.721,HIGH
2026-04-14T08:11:27Z,TEMP-011,34.862,MEDIUM
2026-04-14T08:11:27Z,TEMP-012,103.089,LOW
2026-04-14T08:11:27Z,TEMP-001,35.782,HIGH
2026-04-14T08:11:27Z,PRES-002,36.752,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,27.244,LOW
2026-04-14T08:11:27Z,ACCEL-004,45.857,MEDIUM
2026-04-14T08:11:27Z,HUM-005,48.115,LOW
2026-04-14T08:11:27Z,FLOW-006,119.943,LOW
2026-04-14T08:11:27Z,HUM-007,30.662,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.123,HIGH
2026-04-14T08:11:27Z,HUM-009,46.389,MEDIUM
2026-04-14T08:11:27Z,HUM-010,25.919,HIGH
2026-04-14T08:11:27Z,TEMP-011,34.667,LOW
2026-04-14T08:11:27Z,TEMP-012,103.236,HIGH
2026-04-14T08:11:27Z,TEMP-001,35.953,HIGH
2026-04-14T08:11:27Z,PRES-002,36.782,LOW
2026-04-14T08:11:27Z,TEMP-003,27.438,HIGH
2026-04-14T08:11:27Z,ACCEL-004,45.971,LOW
2026-04-14T08:11:27Z,HUM-005,48.175,MEDIUM
2026-04-14T08:11:27Z,FLOW-006,119.8,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.505,HIGH
2026-04-14T08:11:27Z,HUM-008,37.18,HIGH
2026-04-14T08:11:27Z,HUM-009,SYSTEM_HALT_ERR,LOW
2026-04-14T08:11:27Z,HUM-010,25.829,MEDIUM
2026-04-14T08:11:27Z,TEMP-011,34.864,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.43,LOW
2026-04-14T08:11:27Z,TEMP-001,35.869,HIGH
2026-04-14T08:11:27Z,PRES-002,36.698,LOW
2026-04-14T08:11:27Z,TEMP-003,27.428,LOW
2026-04-14T08:11:27Z,ACCEL-004,46.041,HIGH
2026-04-14T08:11:27Z,HUM-005,48.141,MEDIUM
2026-04-14T08:11:27Z,FLOW-006,119.943,MEDIUM
2026-04-14T08:11:27Z,HUM-007,30.466,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.109,MEDIUM
2026-04-14T08:11:27Z,HUM-009,46.502,HIGH
2026-04-14T08:11:27Z,HUM-010,25.875,LOW
2026-04-14T08:11:27Z,TEMP-011,34.8,LOW
2026-04-14T08:11:27Z,TEMP-012,103.467,MEDIUM
2026-04-14T08:11:27Z,TEMP-001,35.71,MEDIUM
2026-04-14T08:11:27Z,PRES-002,36.519,MEDIUM
2026-04-14T08:11:27Z,TEMP-003,27.408,MEDIUM
2026-04-14T08:11:27Z,ACCEL-004,45.92,LOW
2026-04-14T08:11:27Z,HUM-005,,HIGH
2026-04-14T08:11:27Z,FLOW-006,120.028,LOW
2026-04-14T08:11:27Z,HUM-007,30.642,MEDIUM
2026-04-14T08:11:27Z,HUM-008,37.207,LOW
2026-04-14T08:11:27Z,HUM-009,46.358,LOW
2026-04-14T08:11:27Z,HUM-010,25.973,LOW
2026-04-14T08:11:27Z,TEMP-011,SYSTEM_HALT_ERR,HIGH
2026-04-14T08:11:27Z,TEMP-012,103.416,LOW
2026-04-14T08:11:27Z,TEMP-001,35.573,LOW
2026-04-14T08:11:27Z,PRES-002,36.533,LOW
2026-04-14T08:11:27Z,TEMP-003,27.432,HIGH
2026-04-14T08:11:27Z,ACCEL-004,SYSTEM_HALT_ERR,MEDIUM
